Date,Heating Oil Price,Diesel Retail Prices,Jet Fuel,Gold Price,Unemployment Insurance,USD_Index,Refinary Operation Capacity,Gasoline Inventory,Crude Oil Production,Gasoline
8/28/2000,0.9764,1.536,0.952,277,239030,111.419998,94.9,196372,5782,1.521
9/4/2000,0.9949,1.609,1.003,273.299988,242375,114.339996,96,195498,5783,1.568
9/11/2000,1.031,1.629,1.031,272.299988,229954,115.940002,96,191795,5802,1.598
9/18/2000,0.9555,1.653,1.066,271.799988,245991,113.559998,93.3,187566,5803,1.599
9/25/2000,0.93,1.657,1.027,273.600006,222219,113.25,95.3,190559,5680,1.586
10/2/2000,0.933,1.625,0.949,269.299988,227249,114.849998,94.7,195621,5862,1.563
10/9/2000,1.017,1.614,0.964,272.399994,292784,115.860001,92.4,195840,5867,1.541
10/16/2000,0.9711,1.67,1.03,271.200012,255082,117.160004,90.9,193261,5864,1.578
10/23/2000,0.9777,1.648,0.968,264.399994,263445,117.389999,92.4,192240,5880,1.588
10/30/2000,0.9217,1.629,0.981,264.600006,269489,114.970001,93.5,188097,5894,1.584
11/6/2000,1.0075,1.61,0.945,264.5,342414,115.790001,93,186147,5903,1.565
11/13/2000,1.0788,1.603,0.996,265.700012,294727,117.309998,92.8,189003,5889,1.562
11/20/2000,1.0944,1.627,1.07,266.299988,374160,118.480003,92.1,188941,5854,1.55
11/27/2000,0.971,1.645,1.093,268.700012,321859,114.730003,90.1,191190,5883,1.549
12/4/2000,0.9447,1.622,1.007,272.200012,447262,114.050003,91.8,195234,5925,1.526
12/11/2000,0.918,1.577,0.972,270.399994,390088,112.900002,93.2,196568,5903,1.49
12/18/2000,0.878,1.545,0.886,273.700012,402476,110.82,93.3,198983,5897,1.462
12/25/2000,0.9066,1.515,0.773,272,481720,109.559998,93,196401,5875,1.453
1/1/2001,0.8625,1.522,0.784,268,568973,108.419998,93.5,193771,5903,1.446
1/8/2001,0.8421,1.52,0.843,263.899994,558768,109.360001,91.8,195663,5944,1.465
1/15/2001,0.8797,1.509,0.836,264.299988,599562,110.660004,92.2,198713,5949,1.513
1/22/2001,0.8456,1.528,0.892,262.799988,398188,111.459999,90.5,200703,5912,1.511
1/29/2001,0.822,1.539,0.905,267.100006,447386,110.32,90.8,205882,5935,1.5
2/5/2001,0.8224,1.52,0.867,259.899994,424696,111.519997,89.8,203783,5929,1.483
2/12/2001,0.7601,1.518,0.872,258.200012,396151,112.260002,89.6,202920,5866,1.515
2/19/2001,0.741,1.48,0.792,260.899994,345841,112.029999,89.3,204595,5857,1.489
2/26/2001,0.727,1.451,0.772,262.100006,357591,111.169998,91.1,204546,5875,1.471
3/5/2001,0.7291,1.42,0.782,270.799988,379286,111.440002,91.8,203021,5876,1.457
3/12/2001,0.702,1.406,0.784,258.100006,377210,115.32,90.1,201582,5868,1.453
3/19/2001,0.763,1.392,0.738,261.5,351497,115.940002,91.2,198193,5883,1.444
3/26/2001,0.7045,1.379,0.727,257.899994,334747,117.370003,89.3,196272,5868,1.445
4/2/2001,0.7283,1.391,0.735,260,328576,114.75,89.1,193035,5883,1.482
4/9/2001,0.7805,1.397,0.724,260.100006,397282,115.540001,90.4,193855,5867,1.54
4/16/2001,0.77,1.437,0.786,264.799988,346981,114.32,93.7,192831,5855,1.61
4/23/2001,0.7574,1.443,0.796,263.899994,369745,115.620003,96.2,193913,5861,1.658
4/30/2001,0.7657,1.442,0.772,266.100006,353831,114.93,96.2,198975,5884,1.665
5/7/2001,0.7605,1.47,0.818,267.899994,336319,116.839996,95.8,200025,5831,1.739
5/14/2001,0.8044,1.491,0.834,287.399994,331765,116.410004,93.7,204069,5780,1.748
5/21/2001,0.7818,1.494,0.804,277.899994,338374,118.18,95.4,203706,5785,1.724
5/28/2001,0.7592,1.529,0.834,266.399994,346231,118.889999,95.5,208032,5819,1.739
6/4/2001,0.7665,1.514,0.79,273.399994,335765,119.209999,97.6,210265,5823,1.715
6/11/2001,0.8045,1.486,0.77,271.200012,397015,118.290001,97.2,216010,5746,1.688
6/18/2001,0.7339,1.48,0.813,272.299988,354526,118.910004,93.6,219666,5726,1.644
6/25/2001,0.7125,1.447,0.758,270.600006,351770,119.43,93.1,220745,5740,1.583
7/2/2001,0.7378,1.407,0.726,265.899994,375885,119.900002,95.7,221633,5756,1.52
7/9/2001,0.6874,1.392,0.735,267.100006,526826,119.330002,96.1,221549,5756,1.484
7/16/2001,0.6811,1.38,0.714,269.899994,524139,117.209999,94.4,217832,5770,1.459
7/23/2001,0.7131,1.348,0.681,267.399994,406038,116.940002,92.6,214521,5731,1.44
7/30/2001,0.7262,1.347,0.714,267.899994,332957,116.139999,93,211313,5705,1.428
8/6/2001,0.7439,1.345,0.737,273.899994,341660,115.290001,93.1,207789,5745,1.419
8/13/2001,0.707,1.367,0.757,279.299988,333042,112.989998,93.4,204627,5773,1.434
8/20/2001,0.746,1.394,0.763,272.5,317046,113.330002,91.9,202069,5785,1.467
8/27/2001,0.7663,1.452,0.76,274.399994,307850,113.419998,91.6,195874,5796,1.523
9/3/2001,0.8028,1.488,0.789,273.100006,319016,114.050003,93.3,194690,5751,1.579
9/10/2001,0.8327,1.492,0.802,290.200012,309567,114.57,95.4,195380,5829,1.562
9/17/2001,0.7087,1.527,0.817,291.899994,317245,113.040001,90.9,192331,5814,1.564
9/24/2001,0.6635,1.473,0.704,292.399994,353611,113.480003,89.3,200823,5789,1.522
10/1/2001,0.6402,1.39,0.641,291.399994,400400,112.910004,90.8,203912,5735,1.455
10/8/2001,0.6384,1.371,0.636,284.899994,441754,113.889999,91.7,206117,5736,1.393
10/15/2001,0.6263,1.353,0.644,280.100006,426881,114.860001,91.1,208339,5515,1.351
10/22/2001,0.6236,1.318,0.605,277.899994,429542,115.650002,92.2,208908,5828,1.307
10/29/2001,0.5826,1.31,0.609,279.799988,436901,114.540001,92.5,208308,5879,1.277
11/5/2001,0.6268,1.291,0.595,277.399994,443971,115.089996,91.2,206944,5859,1.249
11/12/2001,0.5218,1.269,0.577,274.700012,456366,116.410004,88.5,205335,5863,1.224
11/19/2001,0.5342,1.252,0.544,272.899994,420259,117.330002,89.8,206682,5872,1.208
11/26/2001,0.5323,1.223,0.515,273.899994,438893,116.129997,90.8,207701,5882,1.168
12/3/2001,0.5168,1.194,0.512,273.899994,605916,116.150002,91.3,212099,5873,1.149
12/10/2001,0.5425,1.173,0.502,278,491836,114.93,89.1,211201,5856,1.136
12/17/2001,0.5484,1.143,0.475,278,440906,116.980003,89.2,210320,5884,1.101
12/24/2001,0.5665,1.154,0.532,276.5,529570,117.260002,88,207036,5911,1.113
12/31/2001,0.5859,1.169,0.567,278.899994,647045,116.330002,90.2,207914,5902,1.137
1/7/2002,0.5394,1.168,0.554,287.399994,637343,116.639999,89.6,207726,5922,1.152
1/14/2002,0.5141,1.159,0.541,283.100006,799246,117.510002,90,210500,5922,1.152
1/21/2002,0.538,1.14,0.51,278.799988,558297,119.849998,87.7,214055,5911,1.146
1/28/2002,0.553,1.144,0.531,286,431690,119.790001,84.8,216656,5909,1.142
2/4/2002,0.535,1.144,0.536,303.5,445552,118.980003,85.5,216355,5916,1.157
2/11/2002,0.5589,1.153,0.538,298.399994,438611,118.599998,86.3,217358,5952,1.148
2/18/2002,0.546,1.156,0.559,293.200012,376573,118.480003,86.5,216883,5927,1.157
2/25/2002,0.587,1.154,0.548,298,367504,119.400002,87.6,215753,5956,1.157
3/4/2002,0.6225,1.173,0.565,290.100006,385272,117.989998,85.4,212674,5966,1.185
3/11/2002,0.648,1.216,0.601,289.899994,386992,117.220001,84.7,211544,5947,1.262
3/18/2002,0.652,1.251,0.632,297.299988,352045,118.050003,86.1,209080,5975,1.328
3/25/2002,0.669,1.281,0.648,302.600006,366372,118.620003,87.7,207157,5948,1.382
4/1/2002,0.684,1.295,0.654,300.100006,386296,117.690002,88.3,211521,5956,1.412
4/8/2002,0.601,1.323,0.694,302.100006,432384,117.739998,89.7,212602,5916,1.454
4/15/2002,0.6595,1.32,0.655,302.299988,428834,116.290001,90.9,211127,5922,1.446
4/22/2002,0.679,1.304,0.646,311.600006,385151,115.040001,90.7,210555,5896,1.446
4/29/2002,0.6675,1.302,0.67,312.200012,367350,113.589996,91.2,211946,5865,1.435
5/6/2002,0.688,1.305,0.676,311,362681,113.949997,93.2,214108,5879,1.437
5/13/2002,0.686,1.299,0.661,310.600006,358286,113,92.5,217207,5889,1.431
5/20/2002,0.6595,1.309,0.688,320.399994,348887,112.800003,90.8,216094,5894,1.439
5/27/2002,0.631,1.308,0.672,326.5,346439,111.809998,91.8,218100,5890,1.429
6/3/2002,0.634,1.3,0.639,324.600006,309183,110.989998,92.8,215916,5896,1.433
6/10/2002,0.6635,1.286,0.628,319.100006,378613,110.760002,93,214362,5897,1.417
6/17/2002,0.65,1.275,0.643,324.600006,356096,108.190002,93.2,215229,5910,1.419
6/24/2002,0.6796,1.281,0.661,313.5,358959,106.110001,92.5,216405,5939,1.425
7/1/2002,0.6877,1.289,0.678,310.899994,358658,107.669998,93.7,216434,5917,1.433
7/8/2002,0.7054,1.294,0.692,315.600006,456716,105.889999,94.1,214720,5898,1.423
7/15/2002,0.7014,1.3,0.686,323.899994,506718,104.059998,92.8,213232,5885,1.435
7/22/2002,0.6675,1.311,0.707,303.399994,394586,106.610001,92.9,212591,5839,1.451
7/29/2002,0.6766,1.303,0.678,307,338441,106.669998,93.8,211591,5844,1.447
8/5/2002,0.6718,1.304,0.687,314.200012,326356,108.209999,91.8,212470,5604,1.437
8/12/2002,0.7345,1.303,0.677,313.700012,332673,106.720001,92.1,207965,5858,1.435
8/19/2002,0.739,1.333,0.719,306.700012,313869,107.970001,92.8,208743,5907,1.434
8/26/2002,0.7482,1.37,0.75,312.399994,314852,106.980003,91.9,206761,5918,1.444
9/2/2002,0.7839,1.388,0.762,319.899994,310864,106.839996,92.2,205330,5883,1.436
9/9/2002,0.7867,1.396,0.761,316.600006,318361,108.059998,92.9,205598,5773,1.437
9/16/2002,0.787,1.414,0.795,321.899994,337577,107.529999,91.2,204987,5716,1.442
9/23/2002,0.8038,1.417,0.807,319.700012,317264,107.529999,91.5,207222,5736,1.436
9/30/2002,0.7919,1.438,0.823,322.100006,319063,107.599998,89.9,208421,5190,1.455
10/7/2002,0.7897,1.46,0.831,316.299988,365613,107.25,82.9,205280,4803,1.48
10/14/2002,0.8035,1.461,0.814,312.700012,385689,108.519997,79.7,198979,5490,1.481
10/21/2002,0.7276,1.469,0.817,313.399994,349927,107.919998,86.3,195357,5721,1.499
10/28/2002,0.7416,1.456,0.757,318.799988,375591,106.080002,88.6,194311,5714,1.485
11/4/2002,0.6888,1.442,0.728,321.299988,397346,104.5,89.6,192146,5711,1.489
11/11/2002,0.6885,1.427,0.705,320.700012,427078,105.040001,89.1,194044,5349,1.48
11/18/2002,0.7664,1.405,0.675,320.700012,372829,106.120003,90.2,193499,5738,1.451
11/25/2002,0.7571,1.405,0.726,316.799988,436549,106.410004,91,197419,5754,1.423
12/2/2002,0.7473,1.407,0.726,326.299988,385788,105.360001,92.1,199962,5740,1.408
12/9/2002,0.8156,1.405,0.736,333.200012,547430,103.980003,91.8,203240,5763,1.404
12/16/2002,0.8591,1.401,0.756,340.5,486258,103.459999,89.2,203149,5752,1.407
12/23/2002,0.9079,1.44,0.833,349.200012,483449,102.410004,88,205370,5758,1.443
12/30/2002,0.9182,1.491,0.911,351.200012,620929,102.470001,89.9,204956,5749,1.484
1/6/2003,0.8653,1.501,0.893,354.5,620004,101.230003,89.1,209828,5752,1.487
1/13/2003,0.8986,1.478,0.849,356.600006,724111,100.550003,90.2,215582,5728,1.496
1/20/2003,0.9502,1.48,0.875,368.200012,542563,99.220001,88,216270,5702,1.502
1/27/2003,0.9588,1.492,0.89,368.299988,434888,99.910004,85.2,212980,5739,1.515
2/3/2003,1.0957,1.542,0.926,369.899994,449286,99.57,83.6,209613,5764,1.569
2/10/2003,1.0607,1.662,1.039,351.899994,439520,100.040001,84.3,212649,5899,1.649
2/17/2003,1.1085,1.704,1.039,351.799988,398291,100.089996,86.6,211206,5906,1.701
2/24/2003,1.2559,1.709,1.051,350.200012,387536,99.709999,86.8,208095,5898,1.699
3/3/2003,1.1085,1.753,1.091,350.799988,429782,98.040001,85.6,206086,5901,1.726
3/10/2003,0.9407,1.771,1.08,336.5,414568,99.989998,87.9,202008,5872,1.752
3/17/2003,0.7556,1.752,0.995,326,389909,101.919998,88.9,201083,5886,1.768
3/24/2003,0.8325,1.662,0.792,328.700012,361492,99.959999,88.5,198977,5906,1.732
3/31/2003,0.726,1.602,0.73,325.299988,371692,100.449997,91,200721,5906,1.692
4/7/2003,0.7245,1.554,0.736,327.899994,394160,100.18,93,202182,5866,1.673
4/14/2003,0.7736,1.539,0.751,327.200012,434911,99.300003,93.2,201947,5801,1.639
4/21/2003,0.766,1.529,0.775,333.399994,399180,98.360001,92.2,201174,5772,1.618
4/28/2003,0.6792,1.508,0.757,341,401342,96.760002,92.8,205592,5766,1.6
5/5/2003,0.7189,1.484,0.683,348.600006,377383,94.980003,94.3,207794,5829,1.556
5/12/2003,0.7556,1.444,0.689,354.700012,364287,94.080002,95.4,208644,5855,1.534
5/19/2003,0.744,1.443,0.732,368.799988,362276,93.050003,95.1,208377,5807,1.539
5/26/2003,0.7542,1.434,0.728,364.5,359500,93.269997,94.3,205034,5813,1.528
6/2/2003,0.7818,1.423,0.721,363.700012,351890,93.480003,97.3,207281,5837,1.514
6/9/2003,0.7422,1.422,0.747,356.600006,421190,92.220001,95.9,209853,5803,1.53
6/16/2003,0.7567,1.432,0.757,356.299988,383371,94.040001,95.5,209124,5860,1.558
6/23/2003,0.7595,1.423,0.735,345.200012,376560,95.150002,93.3,208204,5900,1.537
6/30/2003,0.7808,1.42,0.746,351,394214,94.550003,93.8,204960,5867,1.528
7/7/2003,0.8065,1.428,0.771,344.799988,483401,95.800003,93.9,205486,5815,1.53
7/14/2003,0.8012,1.435,0.783,347.200012,552621,96.860001,94.6,209422,5770,1.563
7/21/2003,0.7769,1.439,0.792,362.700012,429381,94.959999,93,207820,5777,1.566
7/28/2003,0.8512,1.438,0.766,346.100006,348382,96.660004,93.6,204496,5699,1.558
8/4/2003,0.8433,1.453,0.796,356.299988,333770,96.360001,91.9,201784,5738,1.576
8/11/2003,0.8051,1.492,0.837,363.200012,348207,96.650002,93,198147,5747,1.611
8/18/2003,0.83,1.498,0.818,363.100006,312087,98.830002,94,196850,5750,1.668
8/25/2003,0.8187,1.503,0.814,375.700012,313058,98.099998,93.1,191179,5736,1.787
9/1/2003,0.7599,1.501,0.817,377.600006,319362,97.089996,94.7,191898,5723,1.786
9/8/2003,0.7477,1.488,0.759,375.799988,322501,96.010002,94.7,192579,5727,1.758
9/15/2003,0.6989,1.471,0.749,381.799988,328414,94.959999,94.8,195322,5703,1.739
9/22/2003,0.7485,1.444,0.717,380.799988,301217,93.870003,92.7,196822,5739,1.686
9/29/2003,0.8179,1.429,0.723,369.399994,304968,93.230003,90.8,199174,5734,1.635
10/6/2003,0.882,1.445,0.786,373.600006,337880,91.519997,90.2,197986,5678,1.617
10/13/2003,0.8314,1.483,0.832,371.799988,368876,92.290001,90.8,194579,5559,1.611
10/20/2003,0.8211,1.502,0.854,388.899994,328572,91.279999,92.1,195986,5605,1.612
10/27/2003,0.7858,1.495,0.815,384.5,352117,92.730003,93.2,193809,5614,1.584
11/3/2003,0.8358,1.481,0.79,383.299988,345573,93.019997,93.7,191334,5550,1.577
11/10/2003,0.8797,1.476,0.796,397.799988,397387,91.440002,91.6,192267,5596,1.547
11/17/2003,0.8686,1.481,0.841,396,347719,90.599998,92.3,192194,5692,1.54
11/24/2003,0.8349,1.491,0.861,396.799988,397990,90.209999,91.3,193653,5683,1.554
12/1/2003,0.8636,1.476,0.819,406.399994,357811,89.139999,93.5,197110,5709,1.533
12/8/2003,0.9256,1.481,0.862,409.399994,486202,88.489998,94.2,200472,5597,1.519
12/15/2003,0.9379,1.486,0.864,409.200012,412627,88.110001,92,202377,5592,1.509
12/22/2003,0.9108,1.504,0.89,412.299988,424192,87.629997,91.6,202987,5663,1.528
12/29/2003,0.9127,1.502,0.883,415.700012,516493,86.919998,91.7,203619,5658,1.521
1/5/2004,1.0096,1.503,0.894,426.399994,552815,85.110001,92.7,206308,5664,1.552
1/12/2004,0.9806,1.551,0.984,406.700012,677897,87.730003,90.8,208416,5705,1.603
1/19/2004,1.0254,1.559,0.993,407.899994,490763,86.559998,89.7,209484,5717,1.637
1/26/2004,0.9314,1.591,1.049,402.200012,382262,87.199997,88.8,206040,5709,1.664
2/2/2004,0.8645,1.581,0.977,403.600006,406298,86.019997,87.6,205593,5710,1.66
2/9/2004,0.9427,1.568,0.915,410.299988,433234,85.559998,90.3,204417,5703,1.681
2/16/2004,0.8866,1.584,0.915,397.5,341634,87.239998,90.3,205023,5658,1.69
2/23/2004,0.9609,1.595,0.956,396.399994,328171,87.309998,87.3,203378,5622,1.73
3/1/2004,0.9253,1.619,0.953,401.299988,342140,88.18,88.6,202014,5661,1.758
3/8/2004,0.8789,1.628,0.973,395.299988,339007,89.120003,89.1,200420,5675,1.78
3/15/2004,0.9388,1.617,0.906,412.5,312067,88.160004,87.6,199626,5658,1.767
3/22/2004,0.8921,1.641,0.964,422.100006,304462,88.889999,87.9,199523,5657,1.785
3/29/2004,0.8553,1.642,0.952,421.600006,296776,88.510002,88.7,200885,5658,1.8
4/5/2004,0.9254,1.648,0.912,419.899994,304249,89.019997,89.9,200057,5661,1.822
4/12/2004,0.9603,1.679,0.922,401,350739,89.940002,88,197451,5611,1.827
4/19/2004,0.9169,1.724,1.001,395.100006,334965,91.080002,91.9,199083,5588,1.853
4/26/2004,0.9536,1.718,0.985,387,313686,90.480003,91.3,199958,5618,1.853
5/3/2004,1.0164,1.717,1.009,378.700012,283236,91.129997,93,203996,5624,1.884
5/10/2004,1.0409,1.745,1.079,377,292754,91.660004,96,202450,5626,1.979
5/17/2004,0.996,1.763,1.151,384.799988,297061,90.489998,95.3,203674,5611,2.055
5/24/2004,0.9992,1.761,1.102,394,293974,88.949997,94.6,203017,5608,2.104
5/31/2004,0.9823,1.746,1.035,390.899994,304067,88.540001,94.9,204279,5460,2.092
6/7/2004,1.004,1.734,1.03,385.899994,308229,90.010002,96,206432,5452,2.075
6/14/2004,1.0253,1.711,1.012,395.100006,313930,89.080002,96.4,205943,5411,2.029
6/21/2004,1.0107,1.7,1.027,402.899994,322481,88.879997,95.6,205134,5434,1.981
6/28/2004,1.0727,1.7,1.047,398.299988,318746,87.970001,96.1,205148,5394,1.965
7/5/2004,1.0809,1.716,1.076,407.5,349920,87.419998,96.7,206108,5404,1.939
7/12/2004,1.0959,1.74,1.132,406.600006,444531,87.139999,95.2,205903,5485,1.959
7/19/2004,1.1317,1.744,1.114,390.5,394372,89.260002,94.5,208420,5334,1.971
7/26/2004,1.1568,1.754,1.148,391,313225,89.959999,97,207651,5446,1.948
8/2/2004,1.1746,1.78,1.191,399.799988,282128,88.360001,96.3,210108,5367,1.93
8/9/2004,1.2145,1.814,1.21,398.899994,291611,87.900002,94.7,208296,5414,1.92
8/16/2004,1.2296,1.825,1.218,413.200012,262936,88.120003,95.8,205742,5243,1.917
8/23/2004,1.1456,1.874,1.266,403.299988,274433,89.769997,96,205743,5113,1.926
8/30/2004,1.1769,1.871,1.226,400.5,276308,89.629997,95.7,206552,5401,1.909
9/6/2004,1.1642,1.869,1.234,401.899994,274930,88.389999,96.5,204073,5360,1.893
9/13/2004,1.2641,1.874,1.26,405.799988,250568,88.910004,95.7,202493,5337,1.889
9/20/2004,1.3579,1.912,1.339,408.100006,275846,88.400002,88.1,199654,5087,1.908
9/27/2004,1.3958,2.012,1.419,419.5,282729,87.629997,83.7,198846,4946,1.959
10/4/2004,1.454,2.053,1.502,423.100006,279591,87.449997,88.9,199429,4656,1.98
10/11/2004,1.5491,2.092,1.488,418.700012,338711,87.089996,86.9,200616,5033,2.035
10/18/2004,1.5944,2.18,1.552,424.600006,279846,85.870003,88.2,199883,5090,2.077
10/25/2004,1.4462,2.212,1.563,428.5,317573,84.910004,89.2,201163,5110,2.074
11/1/2004,1.3741,2.206,1.481,433.600006,305546,84.010002,89.4,201677,5176,2.076
11/8/2004,1.3636,2.163,1.344,437.899994,351404,83.690002,92.6,201270,5319,2.045
11/15/2004,1.4826,2.132,1.331,446.799988,311901,83.309998,93.5,200879,5391,2.014
11/22/2004,1.4516,2.116,1.347,449.299988,355954,81.779999,92.9,202741,5395,1.992
11/29/2004,1.2359,2.116,1.379,456,320690,80.980003,94,205741,5408,1.989
12/6/2004,1.2257,2.069,1.254,433.899994,473570,82.550003,94,208096,5396,1.956
12/13/2004,1.4395,1.997,1.146,441.600006,370604,82.160004,93.7,209616,5439,1.893
12/20/2004,1.3261,1.984,1.298,441.899994,374749,81.220001,93.4,211381,5461,1.861
12/27/2004,1.2297,1.987,1.288,437.5,446699,80.849998,94.2,212251,5421,1.838
1/3/2005,1.2733,1.957,1.187,418.899994,540927,83.610001,94.8,214327,5430,1.824
1/10/2005,1.3509,1.934,1.228,422.700012,693776,83.059998,94,215333,5430,1.837
1/17/2005,1.3837,1.952,1.334,426.700012,467862,83.260002,91.5,216969,5417,1.863
1/24/2005,1.338,1.959,1.375,425.799988,360583,83.480003,91,214712,5456,1.896
1/31/2005,1.2742,1.992,1.405,414,364704,84.389999,91.6,216342,5437,1.953
2/7/2005,1.3058,1.983,1.287,420.5,347391,84.57,90,216757,5421,1.952
2/14/2005,1.3493,1.986,1.263,427.100006,309290,83.489998,91.7,221678,5427,1.941
2/21/2005,1.4541,2.02,1.329,434.899994,303814,82.660004,90.2,223510,5436,1.948
2/28/2005,1.4834,2.118,1.456,434.200012,290776,82.540001,89.3,224483,5492,1.969
3/7/2005,1.5427,2.168,1.491,446.200012,332067,81.419998,89.5,224282,5489,2.04
3/14/2005,1.5718,2.194,1.524,439.299988,307061,82.129997,90.7,221352,5504,2.098
3/21/2005,1.5484,2.244,1.589,424.700012,290719,84.129997,90.2,217293,5480,2.149
3/28/2005,1.6638,2.249,1.605,425.899994,291378,84.43,91.1,214358,5496,2.194
4/4/2005,1.4972,2.303,1.629,426.899994,294994,84.470001,93.7,212252,5504,2.258
4/11/2005,1.4599,2.316,1.632,424.899994,339709,84.559998,91,213100,5428,2.321
4/18/2005,1.5451,2.259,1.535,434.299988,285657,83.5,91.8,211636,5441,2.28
4/25/2005,1.4358,2.289,1.56,435,299891,84.43,91.3,211306,5415,2.279
5/2/2005,1.4311,2.262,1.531,426.100006,290824,84.610001,91.7,213507,5423,2.277
5/9/2005,1.3703,2.227,1.515,420.200012,297347,86.099998,91.8,213694,5510,2.231
5/16/2005,1.3673,2.189,1.48,417.399994,275524,86.629997,94,214765,5521,2.206
5/23/2005,1.4458,2.156,1.42,419.799988,276761,86.419998,94.6,215374,5539,2.169
5/30/2005,1.5995,2.16,1.461,423.700012,304306,88.040001,96.2,216678,5537,2.141
6/6/2005,1.6074,2.234,1.602,427.399994,289914,88.690002,94.9,216647,5515,2.159
6/13/2005,1.6518,2.276,1.642,438.299988,315938,87.730003,96.7,215742,5542,2.173
6/20/2005,1.6504,2.313,1.674,440.5,289831,88.779999,94.8,215939,5541,2.204
6/27/2005,1.7111,2.336,1.672,427.799988,286681,90.129997,96.3,216240,5359,2.257
7/4/2005,1.7181,2.348,1.651,422.899994,327268,90.25,98.1,215266,5498,2.268
7/11/2005,1.6621,2.408,1.742,420.700012,427323,89.720001,96.2,212641,5463,2.369
7/18/2005,1.5819,2.392,1.668,424.700012,374665,89.639999,92.8,211322,4758,2.36
7/25/2005,1.6362,2.342,1.607,429.899994,295026,89.349998,93.5,209194,5448,2.333
8/1/2005,1.7312,2.348,1.649,437.200012,261906,88.059998,95.8,205177,5149,2.335
8/8/2005,1.9055,2.407,1.698,445.899994,269746,86.980003,95,203091,5417,2.41
8/15/2005,1.8228,2.567,1.86,437.200012,257151,88.580002,93.5,198122,5359,2.592
8/22/2005,1.8366,2.588,1.859,437.399994,252016,87.860001,93.4,194877,5395,2.654
8/29/2005,2.0911,2.59,1.894,444.200012,251642,86.300003,97.1,194369,5427,2.653
9/5/2005,1.8965,2.898,2.237,449,271613,86.889999,86.8,190067,4360,3.117
9/12/2005,1.837,2.847,2.042,459.5,322387,88.050003,87.3,191959,4268,3.002
